training_time, simulation_time, prob, low, high, runs
58465, 4, 0.9829443447037702, 0.9729512056070148, 0.9929374838005257, 1114
59677, 4, 0.988, 0.9791301769884625, 0.9968698230115375, 1000
57560, 4, 0.988, 0.9791301769884625, 0.9968698230115375, 1000
57832, 4, 0.993, 0.986208440607931, 0.999791559392069, 1000
57207, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57079, 6, 0.9777931991672449, 0.9677936510812322, 0.9877927472532577, 1441
57455, 4, 0.986, 0.976429197948761, 0.9955708020512389, 1000
58034, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57439, 4, 0.989, 0.9805034944180563, 0.9974965055819437, 1000
57292, 4, 0.986, 0.976429197948761, 0.9955708020512389, 1000
57396, 4, 0.988, 0.9791301769884625, 0.9968698230115375, 1000
57407, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57344, 6, 0.979622641509434, 0.969623993735661, 0.989621289283207, 1325
57498, 4, 0.9843597262952102, 0.974366467494181, 0.9943529850962394, 1023
57422, 4, 0.9843597262952102, 0.974366467494181, 0.9943529850962394, 1023
57033, 4, 0.9833948339483395, 0.9733967497393854, 0.9933929181572936, 1084
57389, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57247, 4, 0.986, 0.976429197948761, 0.9955708020512389, 1000
57348, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57639, 6, 0.9777931991672449, 0.9677936510812322, 0.9877927472532577, 1441
57720, 4, 0.9843597262952102, 0.974366467494181, 0.9943529850962394, 1023
58032, 4, 0.987, 0.9777726687576526, 0.9962273312423474, 1000
57495, 4, 0.985, 0.9750983036604832, 0.9949016963395168, 1000
57099, 4, 0.9843597262952102, 0.974366467494181, 0.9943529850962394, 1023
57385, 5, 0.9824868651488616, 0.9724878292151417, 0.9924859010825816, 1142
# timestamp 03.10.2025 15:34:30 (1759498470), datastructure SAC
# timebound 20, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MAXIMIZING, scope: SEMIPROPHETIC, history: HISTORY_DEPENDENT
# training runs 10000000
