training_time, simulation_time, prob, low, high, runs
3342, 10, 0.9354114713216958, 0.9254125600657234, 0.9454103825776682, 4010
3319, 10, 0.9392659096910483, 0.9292680105422053, 0.9492638088398913, 3787
3306, 10, 0.9384454877412624, 0.9284465404999448, 0.9484444349825799, 3834
3337, 9, 0.940636805180788, 0.930637662442257, 0.9506359479193189, 3706
3326, 9, 0.9431946006749157, 0.9331955114417215, 0.9531936899081098, 3556
3336, 10, 0.9356695869837297, 0.9256705795006219, 0.9456685944668375, 3995
3286, 9, 0.9385781495033978, 0.9285788392454593, 0.9485774597613363, 3826
3337, 9, 0.947083583884546, 0.9370841801864686, 0.9570829875826236, 3326
3324, 9, 0.944813637676972, 0.93481515681411, 0.954812118539834, 3461
3368, 9, 0.9385781495033978, 0.9285788392454593, 0.9485774597613363, 3826
3300, 9, 0.9424840233398166, 0.9324866437244336, 0.9524814029551997, 3599
3340, 9, 0.939538583929992, 0.9295405625816868, 0.9495366052782972, 3771
3284, 10, 0.9359296482412061, 0.9259306963382917, 0.9459286001441204, 3980
3346, 9, 0.9394019581899974, 0.9294039741645842, 0.9493999422154106, 3779
3297, 10, 0.94106463878327, 0.9310669026857396, 0.9510623748808004, 3682
3339, 8, 0.9454173963806188, 0.9354199036270815, 0.9554148891341562, 3426
3306, 10, 0.9388451443569554, 0.9288452404718791, 0.9488450482420318, 3810
3351, 10, 0.9369737177851493, 0.926974114366136, 0.9469733212041626, 3919
3304, 10, 0.9389955298448593, 0.9289979406345354, 0.9489931190551832, 3803
3336, 8, 0.9449594438006953, 0.9349604003189866, 0.954958487282404, 3452
3311, 10, 0.9381818181818182, 0.92818372652559, 0.9481799098380465, 3850
3317, 7, 0.9491419656786272, 0.9391447925088929, 0.9591391388483614, 3205
3296, 10, 0.9391304347826087, 0.9291326674429146, 0.9491282021223029, 3795
3361, 9, 0.9433483652762119, 0.9333507521540954, 0.9533459783983285, 3548
3314, 10, 0.9346485819975339, 0.924650835679169, 0.9446463283158988, 4055
# timestamp 22.09.2025 13:58:19 (1758542299), datastructure reach_tree_reduced
# timebound 14, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: MEMORYLESS
# training runs 1000000
