training_time, simulation_time, prob, low, high, runs
10, 25, 0.5332687534055821, 0.5232690577721555, 0.5432684490390087, 16517
10, 25, 0.5327804346510079, 0.522780696531247, 0.5427801727707687, 16519
10, 25, 0.5311025051434104, 0.5211027327356551, 0.5411022775511657, 16526
10, 25, 0.5380138232084394, 0.5280139597230074, 0.5480136866938714, 16494
10, 25, 0.5330548492553578, 0.5230551713391073, 0.5430545271716084, 16518
10, 25, 0.5315298959089809, 0.5215300558375408, 0.5415297359804211, 16524
10, 25, 0.5393340207436161, 0.5293340894089262, 0.549333952078306, 16487
10, 25, 0.5404405072507736, 0.530440532667484, 0.5504404818340632, 16481
10, 25, 0.540132257477401, 0.5301323896391456, 0.5501321253156565, 16483
10, 25, 0.533942954036214, 0.5239429577836933, 0.5439429502887346, 16513
10, 25, 0.5334221361104383, 0.5234223432504991, 0.5434219289703776, 16516
10, 25, 0.5276618900779975, 0.5176619915482482, 0.5376617886077467, 16539
10, 25, 0.5389653708532961, 0.5289654651576257, 0.5489652765489665, 16489
10, 25, 0.5380744513156299, 0.5280746806275151, 0.5480742220037448, 16494
10, 25, 0.5323527631499304, 0.5223530708698632, 0.5423524554299977, 16521
10, 25, 0.5321711760789298, 0.5221712484893729, 0.5421711036684868, 16521
10, 25, 0.537216632319069, 0.5272167749601042, 0.5472164896780338, 16498
10, 25, 0.5347062386432465, 0.5247063868721461, 0.5447060904143469, 16510
10, 25, 0.5315904139433552, 0.5215906505743378, 0.5415901773123725, 16524
10, 25, 0.537953195101249, 0.527953238967243, 0.5479531512352549, 16494
10, 25, 0.5343386627906976, 0.5243389066583699, 0.5443384189230254, 16512
10, 26, 0.5315298959089809, 0.5215300558375408, 0.5415297359804211, 16524
10, 25, 0.53620553838696, 0.5262057033501858, 0.5462053734237341, 16503
10, 26, 0.5357164495607392, 0.5257165132557607, 0.5457163858657176, 16505
10, 25, 0.5340640707321505, 0.5240642399793589, 0.544063901484942, 16513
# timestamp 01.10.2025 18:49:00 (1759337340), datastructure reach_tree_reduced
# timebound 8, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 1
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: MEMORYLESS
# training runs 5000
