training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
2492, 1730, 0.534686, 0.5343495456347245, 0.5350224102013889, 0, 4, 57
2492, 1927, 0.534563, 0.5342265399541576, 0.5348994160385652, 1, 4, 57
2510, 1935, 0.534367, 0.5340305309446728, 0.5347034252976066, 2, 4, 57
2502, 1929, 0.534013, 0.5336765148046964, 0.5343494418883129, 3, 4, 57
2493, 1913, 0.535168, 0.5348315680932834, 0.5355043871291243, 4, 4, 57
# timestamp 27.08.2025 19:39:44 (1756316384), datastructure reach_tree_reduced
# timebound 8, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: HISTORY_DEPENDENT
# training runs 1000000, simulation runs 1000000
