training_time, simulation_time, prob, low, high, runs
55, 32, 0.5986578023080783, 0.5886579415766995, 0.6086576630394571, 15944
53, 32, 0.6101748606183477, 0.6001748744500661, 0.6201748467866293, 15784
51, 32, 0.59848247319245, 0.5884828339183785, 0.6084821124665214, 15947
51, 31, 0.6085141375166044, 0.598514435999295, 0.6185138390339139, 15809
52, 32, 0.6044371612252616, 0.5944372658816891, 0.6144370565688341, 15866
52, 32, 0.6080551340414769, 0.5980555600007874, 0.6180547080821664, 15816
52, 32, 0.6040196572580645, 0.5940198326865869, 0.6140194818295421, 15872
52, 32, 0.603918603918604, 0.5939186551092414, 0.6139185527279666, 15873
52, 32, 0.6026052482537285, 0.5926052997543715, 0.6126051967530856, 15891
52, 32, 0.593939393939394, 0.583939750501453, 0.603939037377335, 16005
52, 32, 0.6025294154659284, 0.5925297714220608, 0.6125290595097961, 15893
52, 31, 0.6066940322071361, 0.5966943325880956, 0.6166937318261767, 15835
52, 32, 0.6005402349393806, 0.5905403375603148, 0.6105401323184464, 15919
52, 32, 0.607113525807063, 0.597113811040638, 0.617113240573488, 15829
52, 32, 0.6036404862379543, 0.5936405907768577, 0.6136403816990509, 15877
52, 32, 0.603362508658145, 0.5933626703558704, 0.6133623469604196, 15881
51, 31, 0.6075333375466093, 0.5975336164362364, 0.6175330586569823, 15823
52, 32, 0.604500189083575, 0.5945005691333405, 0.6144998090338094, 15866
52, 32, 0.6057546693589096, 0.5957548928949078, 0.6157544458229115, 15848
52, 32, 0.6058559979806903, 0.5958563549534556, 0.6158556410079251, 15847
58, 35, 0.6116221531434372, 0.6016222625290863, 0.621622043757788, 15763
52, 32, 0.6074317492416582, 0.5974318862007311, 0.6174316122825854, 15824
52, 32, 0.5956328599136582, 0.5856329989506779, 0.6056327208766386, 15983
52, 33, 0.6001255886970173, 0.5901258415741714, 0.6101253358198632, 15925
52, 32, 0.6124301675977654, 0.6024305986923786, 0.6224297365031521, 15752
# timestamp 21.10.2025 23:57:30 (1761083850), datastructure SAC
# timebound 8, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MAXIMIZING, scope: SEMIPROPHETIC, history: MEMORYLESS
# training runs 20000
