training_time, simulation_time, prob, low, high, runs
1945, 1, 0, 0, 0, 1000
1965, 1, 0, 0, 0, 1000
1958, 1, 0, 0, 0, 1000
1950, 1, 0, 0, 0, 1000
1954, 1, 0, 0, 0, 1000
1940, 1, 0, 0, 0, 1000
1945, 1, 0, 0, 0, 1000
1949, 1, 0, 0, 0, 1000
1964, 1, 0, 0, 0, 1000
1946, 1, 0, 0, 0, 1000
1956, 1, 0, 0, 0, 1000
1955, 1, 0, 0, 0, 1000
1943, 1, 0, 0, 0, 1000
1951, 1, 0, 0, 0, 1000
1956, 1, 0, 0, 0, 1000
1948, 1, 0, 0, 0, 1000
1954, 1, 0, 0, 0, 1000
1953, 1, 0, 0, 0, 1000
1953, 1, 0, 0, 0, 1000
1962, 1, 0, 0, 0, 1000
1955, 1, 0, 0, 0, 1000
1953, 1, 0, 0, 0, 1000
1957, 1, 0, 0, 0, 1000
1957, 1, 0, 0, 0, 1000
1959, 1, 0, 0, 0, 1000
# timestamp 21.10.2025 23:56:40 (1761083800), datastructure SAC
# timebound 7, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MAXIMIZING, scope: SEMIPROPHETIC, history: HISTORY_DEPENDENT
# training runs 1000000
