training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
3319, 2495, 0.801873, 0.8016039641032827, 0.8021416515374248, 0, 151, 829
3206, 2239, 0.838268, 0.8380194343333339, 0.8385161349674785, 1, 147, 826
3264, 2371, 0.837279, 0.8370298237771836, 0.8375277467828722, 2, 146, 830
3271, 2356, 0.836927, 0.8366776072636856, 0.837175963744554, 3, 145, 820
3311, 2385, 0.837092, 0.836842708702727, 0.8373408620954265, 4, 146, 821
# timestamp 27.08.2025 21:05:53 (1756321553), datastructure reach_tree_reduced
# timebound 12, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: MEMORYLESS
# training runs 1000000, simulation runs 1000000
