training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
3573, 2720, 0.603703, 0.6033730226270156, 0.6040328453333262, 0, 4, 57
3596, 2754, 0.604754, 0.6044241730499544, 0.6050836935722035, 1, 4, 57
3618, 2806, 0.604469, 0.6041391321023077, 0.604798734882726, 2, 4, 57
3631, 2780, 0.605759, 0.605429318379928, 0.6060885469626155, 3, 4, 57
3616, 2769, 0.604077, 0.6037470759727187, 0.6044067915114283, 4, 4, 57
# timestamp 27.08.2025 19:39:44 (1756316384), datastructure reach_tree_reduced
# timebound 8, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: MEMORYLESS
# training runs 1000000, simulation runs 1000000
