training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
3215, 2255, 0.736978, 0.7366808887403099, 0.737274809527864, 0, 46, 419
3225, 2409, 0.737749, 0.7374521687444547, 0.7380455285420446, 1, 46, 417
3191, 2185, 0.738185, 0.7378883276077658, 0.7384813691235972, 2, 46, 423
3234, 2401, 0.737601, 0.7373041149040359, 0.7378975825709041, 3, 47, 409
3218, 2245, 0.737613, 0.737316119267859, 0.737909578191802, 4, 46, 416
# timestamp 27.08.2025 20:11:37 (1756318297), datastructure reach_tree_reduced
# timebound 11, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: DISCRETE_HISTORY
# training runs 1000000, simulation runs 1000000
