training_time, simulation_time, prob, low, high, runs
4202, 12, 0.9351552795031056, 0.9251566127795645, 0.9451539462266467, 4025
4186, 11, 0.9417582417582417, 0.9317586534449787, 0.9517578300715048, 3640
4183, 13, 0.9281518300948938, 0.9181528081447814, 0.9381508520450061, 4426
4181, 13, 0.9343819120176947, 0.9243824643729196, 0.9443813596624698, 4069
4207, 10, 0.9434868606951116, 0.9334880528544652, 0.9534856685357579, 3539
4063, 11, 0.9427694025683976, 0.9327717061024314, 0.9527670990343637, 3582
4032, 10, 0.9434868606951116, 0.9334880528544652, 0.9534856685357579, 3539
4017, 11, 0.9364556962025317, 0.9264573253411169, 0.9464540670639464, 3950
4024, 12, 0.9384454877412624, 0.9284465404999448, 0.9484444349825799, 3834
4060, 11, 0.9413369713506139, 0.9313378078973654, 0.9513361348038624, 3665
4051, 11, 0.9367217280813215, 0.9267238901445601, 0.9467195660180828, 3935
4086, 11, 0.939538583929992, 0.9295405625816868, 0.9495366052782972, 3771
4047, 11, 0.9391304347826087, 0.9291326674429146, 0.9491282021223029, 3795
4004, 11, 0.9429051217464316, 0.9329059984497943, 0.9529042450430689, 3573
4039, 11, 0.9416278432447246, 0.9316301123474212, 0.951625574142028, 3649
4047, 11, 0.9394019581899974, 0.9294039741645842, 0.9493999422154106, 3779
4037, 10, 0.9399519615692554, 0.9299541199195985, 0.9499498032189123, 3747
4027, 10, 0.9411924857065069, 0.9311926922113387, 0.9511922792016752, 3673
4056, 10, 0.9403546480386888, 0.9303548365058949, 0.9503544595714828, 3722
4054, 10, 0.9384454877412624, 0.9284465404999448, 0.9484444349825799, 3834
4077, 12, 0.9398135818908122, 0.9298156310867571, 0.9498115326948673, 3755
4065, 10, 0.9446685878962536, 0.9346707351608372, 0.95466644063167, 3470
4025, 11, 0.9352911896465903, 0.925293583543384, 0.9452887957497966, 4018
4010, 9, 0.950920245398773, 0.9409202800713491, 0.9609202107261968, 3097
4035, 10, 0.9416278432447246, 0.9316301123474212, 0.951625574142028, 3649
# timestamp 21.09.2025 01:39:58 (1758411598), datastructure reach_tree_reduced
# timebound 14, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 1
# scheduler goal: MAXIMIZING, scope: NONPROPHETIC, history: HISTORY_DEPENDENT
# training runs 1000000
