training_time, simulation_time, prob, low, high, runs
5609, 13, 0.9469265367316342, 0.9369266565269134, 0.9569264169363549, 3335
5573, 13, 0.9421853388658368, 0.9321858253646561, 0.9521848523670174, 3615
5658, 13, 0.9454173963806188, 0.9354199036270815, 0.9554148891341562, 3426
5586, 13, 0.9457159624413145, 0.9357179770808159, 0.9557139478018131, 3408
5618, 16, 0.93490099009901, 0.9249027127981831, 0.9448992673998368, 4040
5602, 13, 0.9443647834815028, 0.9343655969990448, 0.9543639699639608, 3487
5658, 13, 0.945106012198664, 0.9351064726816442, 0.9551055517156838, 3443
5624, 14, 0.9424840233398166, 0.9324866437244336, 0.9524814029551997, 3599
5653, 13, 0.947083583884546, 0.9370841801864686, 0.9570829875826236, 3326
5644, 12, 0.9489732420659615, 0.938974418761757, 0.9589720653701659, 3214
5653, 13, 0.9419052863436124, 0.931906555824274, 0.9519040168629508, 3632
5568, 13, 0.9414820891441071, 0.9314836129661305, 0.9514805653220838, 3657
5396, 13, 0.9442219679633868, 0.934223607486215, 0.9542203284405585, 3496
5409, 12, 0.9475598666262504, 0.9375624009037987, 0.957557332348702, 3299
5414, 12, 0.9463226571767497, 0.9363245635518171, 0.9563207508016822, 3372
5421, 13, 0.9458664313033245, 0.9358683074590407, 0.9558645551476083, 3399
5387, 12, 0.9477044694435999, 0.9377048684032712, 0.9577040704839286, 3289
5374, 14, 0.9385781495033978, 0.9285788392454593, 0.9485774597613363, 3826
5384, 13, 0.9442219679633868, 0.934223607486215, 0.9542203284405585, 3496
5395, 11, 0.950920245398773, 0.9409202800713491, 0.9609202107261968, 3097
5380, 12, 0.9491419656786272, 0.9391447925088929, 0.9591391388483614, 3205
5415, 14, 0.9409214092140922, 0.9309231494830178, 0.9509196689451666, 3690
5422, 11, 0.9524442966411706, 0.9424465933882016, 0.9624419998941396, 3007
5376, 13, 0.9437819420783645, 0.9337836703891853, 0.9537802137675437, 3522
5407, 13, 0.9431946006749157, 0.9331955114417215, 0.9531936899081098, 3556
# timestamp 21.09.2025 01:39:58 (1758411598), datastructure reach_tree_reduced
# timebound 14, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 1
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: HISTORY_DEPENDENT
# training runs 1000000
