training_time, simulation_time, prob, low, high, runs
73, 43, 0.6292468673298024, 0.6192472064298202, 0.6392465282297846, 15482
73, 43, 0.6378759214560636, 0.6278762495117284, 0.6478755934003989, 15329
73, 42, 0.6479487348880227, 0.6379487525947797, 0.6579487171812658, 15137
73, 43, 0.6408275500851119, 0.6308277443923466, 0.6508273557778773, 15274
73, 43, 0.6337314983121267, 0.6237319234447644, 0.6437310731794891, 15404
73, 43, 0.6446520194711223, 0.634652362684764, 0.6546516762574806, 15202
73, 44, 0.635695230659119, 0.6256956921233503, 0.6456947691948878, 15369
74, 44, 0.6434576983709932, 0.6334577673679589, 0.6534576293740275, 15224
74, 44, 0.6476064707824365, 0.6376069135097042, 0.6576060280551688, 15145
72, 42, 0.6510779436152571, 0.6410779919345575, 0.6610778952959566, 15075
73, 43, 0.6446096165230547, 0.6346100209167747, 0.6546092121293348, 15203
73, 43, 0.6359671960426972, 0.6259676259893096, 0.6459667660960849, 15364
73, 44, 0.6379591570431266, 0.6279593297019952, 0.6479589843842579, 15327
71, 43, 0.6332727744614586, 0.6232731579819349, 0.6432723909409822, 15412
73, 43, 0.6407855973813421, 0.6307858623880179, 0.6507853323746663, 15275
73, 43, 0.6450997169749226, 0.635099931382672, 0.6550995025671733, 15193
73, 44, 0.6346266328719049, 0.6246267140962475, 0.6446265516475623, 15387
73, 44, 0.641228874623346, 0.6312289090161354, 0.6512288402305566, 15266
72, 42, 0.6422481636935992, 0.6322485830209751, 0.6522477443662232, 15248
72, 43, 0.6402774142894531, 0.6302775227721932, 0.650277305806713, 15284
72, 43, 0.6428196377001838, 0.6328196669137893, 0.6528196084865783, 15236
73, 43, 0.6401936412403506, 0.6301938939165506, 0.6501933885641507, 15286
73, 43, 0.6501258778322512, 0.6401259164379798, 0.6601258392265226, 15094
72, 43, 0.6384228735557151, 0.6284232110075999, 0.6484225361038304, 15319
73, 43, 0.6442895653889145, 0.6342899250408487, 0.6542892057369802, 15209
# timestamp 21.09.2025 00:46:52 (1758408412), datastructure reach_tree_full
# timebound 10, expirations {"r1": 2, "r2": 4}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 1
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: MEMORYLESS
# training runs 20000
