training_time, simulation_time, prob, low, high, runs
63, 36, 0.6436502200906642, 0.6336505085035736, 0.6536499316777548, 15221
60, 35, 0.6582049564634963, 0.6482054305708216, 0.668204482356171, 14930
60, 35, 0.6487237137944716, 0.6387238163748383, 0.6587236112141048, 15122
60, 35, 0.6500828088771117, 0.6400828945212391, 0.6600827232329842, 15095
61, 36, 0.6459541381128097, 0.6359541886896498, 0.6559540875359695, 15176
61, 35, 0.6545381847261096, 0.6445386243525724, 0.6645377450996468, 15006
61, 35, 0.6475404423902278, 0.6375404581730495, 0.6575404266074061, 15145
60, 35, 0.6459115767279436, 0.6359116851822684, 0.6559114682736189, 15177
60, 35, 0.6458264707820014, 0.635826695314258, 0.6558262462497448, 15179
61, 35, 0.6468764430371396, 0.6368767977349244, 0.6568760883393548, 15159
60, 35, 0.6449723611476704, 0.6349727560223776, 0.6549719662729633, 15196
61, 35, 0.652358803986711, 0.6423591150534509, 0.6623584929199711, 15050
61, 35, 0.6436502200906642, 0.6336505085035736, 0.6536499316777548, 15221
60, 35, 0.6554784465501134, 0.64547866757646, 0.6654782255237669, 14986
61, 35, 0.6456988539059413, 0.6356992533616367, 0.6556984544502459, 15182
60, 35, 0.6472840076562603, 0.6372843478855239, 0.6572836674269966, 15151
60, 35, 0.6452271231073075, 0.6352271580077785, 0.6552270882068364, 15190
60, 35, 0.6444590595198948, 0.6344591718512728, 0.6544589471885168, 15205
60, 35, 0.648357459184348, 0.6383574889386742, 0.6583574294300217, 15129
60, 35, 0.6524888682129328, 0.6424890567462062, 0.6624886796796595, 15047
61, 35, 0.6464693083668491, 0.6364696875409975, 0.6564689291927007, 15167
60, 35, 0.649176205915437, 0.6391762903112689, 0.6591761215196051, 15113
61, 36, 0.6432886787496717, 0.6332890051280263, 0.653288352371317, 15228
60, 35, 0.6535338746173299, 0.6435341369310089, 0.6635336123036509, 15026
60, 36, 0.6476064707824365, 0.6376069135097042, 0.6576060280551688, 15145
# timestamp 22.09.2025 12:16:41 (1758536201), datastructure sac
# timebound 9, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: MEMORYLESS
# training runs 20000
