training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
6003, 4770, 0.962032, 0.9619027979664644, 0.9621606137514774, 0, 5991, 16541
6301, 4386, 0.962038, 0.9619088077465727, 0.9621666039637294, 1, 5965, 16308
6124, 4663, 0.962382, 0.9622533699334845, 0.9625100413388131, 2, 5963, 16399
5858, 4452, 0.9624, 0.9622713994296648, 0.962528011819714, 3, 5817, 15846
5808, 4716, 0.962084, 0.9619548827563136, 0.9622125288954182, 4, 5931, 16002
# timestamp 28.08.2025 08:39:07 (1756363147), datastructure sac
# timebound 18, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: HISTORY_DEPENDENT
# training runs 1000000, simulation runs 1000000
