training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
5055, 3845, 0.881497, 0.8812787601617762, 0.881714754097731, 0, 666, 4094
4904, 3766, 0.882575, 0.8823576206306369, 0.8827918922563066, 1, 667, 4148
4890, 3746, 0.882617, 0.8823996542738187, 0.8828338585596482, 2, 669, 4125
4865, 3789, 0.882567, 0.8823496142234227, 0.8827838986737068, 3, 667, 4131
4892, 3758, 0.881834, 0.8816160285312273, 0.8820514852991946, 4, 678, 4149
# timestamp 27.08.2025 21:00:16 (1756321216), datastructure sac
# timebound 14, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 0.99
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: MEMORYLESS
# training runs 1000000, simulation runs 1000000
