training_time, simulation_time, prob, low, high, runs
359, 47, 0.4342145617371036, 0.424214788097719, 0.4442143353764882, 16303
358, 48, 0.4325884086444008, 0.42258844274063745, 0.44258837454816413, 16288
353, 48, 0.4236869715484787, 0.41368697347642674, 0.4336869696205306, 16203
345, 47, 0.4259829902625416, 0.4159830217443842, 0.43598295878069904, 16226
348, 48, 0.43535830319377183, 0.42535856039975023, 0.44535804598779344, 16313
347, 48, 0.43287704867718374, 0.42287721265358735, 0.4428768847007801, 16291
344, 47, 0.42436767427513883, 0.41436771834988534, 0.4343676302003923, 16210
346, 48, 0.4287208515351012, 0.41872106842039913, 0.43872063464980326, 16253
347, 48, 0.4270493317731108, 0.4170495481722064, 0.43704911537401514, 16237
347, 48, 0.4299680275454993, 0.4199680306562653, 0.43996802443473326, 16264
345, 48, 0.4376071516042126, 0.4276074216205111, 0.4476068815879141, 16332
347, 47, 0.43576857072811964, 0.42576867205599367, 0.4457684694002456, 16316
345, 48, 0.43462529130381455, 0.42462534137168584, 0.44462524123594327, 16306
351, 50, 0.42798227255939925, 0.41798249663046855, 0.43798204848832994, 16246
378, 59, 0.43691044958961167, 0.426910658834581, 0.44691024034464233, 16326
375, 52, 0.4329732383992143, 0.42297344647733925, 0.44297303032108937, 16292
386, 54, 0.4268555589775177, 0.416855737995366, 0.4368553799596694, 16235
372, 48, 0.4310906298003072, 0.4210908325396013, 0.44109042706101315, 16275
346, 48, 0.43826896002938115, 0.42826909191773854, 0.44826882814102376, 16337
353, 48, 0.42656481025135534, 0.41656493632725194, 0.43656468417545874, 16232
346, 48, 0.4383033419023136, 0.42830369364322285, 0.4483029901614044, 16338
346, 48, 0.4331307923648193, 0.4231308777153213, 0.4431307070143172, 16293
350, 48, 0.4286857002215112, 0.41868571179173214, 0.43868568865129026, 16252
347, 48, 0.4298450565666503, 0.41984541136111586, 0.4398447017721847, 16264
348, 48, 0.4308978061820193, 0.4208979370177136, 0.44089767534632496, 16273
# timestamp 08.04.2026 13:23:15 (1775647395), datastructure SAC
# timebound 9, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 1
# fixed points 5, uniform granularity 0.5
# scheduler goal: MINIMIZING, scope: SEMIPROPHETIC, history: DISCRETE_HISTORY
# training runs 100000
