training_time, simulation_time, prob, low, high, scheduler_variant, success_path_count, failure_path_count
4235, 3276, 0.651284, 0.6509624663307804, 0.6516053410471367, 0, 28, 250
4317, 3294, 0.651179, 0.6508574439241533, 0.6515003635874548, 1, 28, 248
4125, 3219, 0.651864, 0.6515425904103032, 0.65218521622913, 2, 28, 250
4120, 3211, 0.651577, 0.6512555289467897, 0.6518982780580657, 3, 28, 248
4164, 3314, 0.651365, 0.6510434836276284, 0.6516863236471556, 4, 28, 250
# timestamp 27.08.2025 19:25:45 (1756315545), datastructure sac
# timebound 10, expirations {"r1": 0, "r2": 0}
# alpha 0.1, gamma 0.9
# discretization method UNIFORM_GRANULARITY, adaptive compartments 5, uniform granularity 0.25
# scheduler goal: MAXIMIZING, scope: PROPHETIC, history: MEMORYLESS
# training runs 1000000, simulation runs 1000000
